location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Ealing,561.0,4,2,Studio,1947,1.2398598066056283,parking,120000.0
Greenwich,696.0,1,3,Semi-Detached,1923,3.976263177221725,"cellar, lift, new_build",279406.0
Sutton,822.0,3,1,Flat,1887,1.5939622873494959,"balcony, park_view",600712.0
Westminster,617.0,3,2,Flat,1923,0.765708894043073,"gym, near_tube",234139.0
Greenwich,1000.0,4,3,Terraced,1857,1.2288285931273129,"balcony, cellar, garage, river_view",1025639.0
Merton,957.0,5,2,Studio,1876,1.2232154939345674,"gym, loft, near_tube, parking",1236893.0
Harrow,524.0,2,1,Flat,2014,0.9650852604432869,"balcony, gym, lift",120000.0
Haringey,1209.0,3,1,Maisonette,1883,0.351310476678015,"balcony, ensuite, garage, near_tube",1663223.0
Greenwich,881.0,2,2,Flat,1948,1.628269074183109,"balcony, gym, lift, new_build, park_view",856105.0
Hounslow,331.0,2,3,Semi-Detached,1867,0.6596382883112529,garage,120000.0
Harrow,835.0,2,1,Flat,1954,0.5196198963711892,"garage, loft, river_view",674757.0
Merton,934.0,4,1,Flat,2019,0.7161466159132386,park_view,1004704.0
Newham,1142.0,3,2,Maisonette,1929,1.9340714976204647,"garage, garden, gym, lift, parking, study",1698533.0
Lambeth,749.0,4,1,Flat,1872,0.6483667893545199,"concierge, garage, loft, park_view",513432.0
Lambeth,1098.0,4,1,Maisonette,1853,0.8915538562893979,"garage, garden, gym, near_tube, parking",1504698.0
Sutton,906.0,2,1,Flat,1981,3.336131552135381,"cellar, gym, near_tube, parking, study",799756.0
Croydon,455.0,5,2,Flat,1867,0.6822358673189883,gym,120000.0
Bexley,425.0,1,3,Maisonette,1905,0.866648099962179,"ensuite, near_tube, parking",120000.0
Tower Hamlets,1187.0,5,1,Semi-Detached,1996,0.9538101955920297,"concierge, gym, loft, park_view, parking, river_view",1919009.0
Harrow,1209.0,1,3,Flat,1943,0.6769898194135431,"concierge, new_build, parking, river_view",1945262.0
Hounslow,947.0,2,3,Terraced,2001,0.8583358097433179,"concierge, new_build, parking, study",1086853.0
Camden,1299.0,5,1,Flat,2001,1.041021806531467,"concierge, garage, near_tube, park_view, parking, river_view",2395921.0
Ealing,1167.0,4,3,Detached,1965,0.6517682800916852,"ensuite, garage, gym, near_tube, park_view",1969204.0
Barking and Dagenham,1055.0,2,1,Flat,2012,0.17003623091148828,"cellar, ensuite, near_tube, new_build, river_view",1257311.0
Tower Hamlets,577.0,5,3,Terraced,1856,0.259936624206021,"near_tube, new_build, parking, river_view, study",181814.0
Tower Hamlets,1369.0,1,3,Flat,1891,0.9273887302201858,"ensuite, lift, loft",2406513.0
Redbridge,1011.0,4,3,Semi-Detached,1898,2.619177189990356,"balcony, garage, gym, lift, parking, study",1258900.0
Hackney,734.0,3,2,Maisonette,2008,0.7543466050097928,"cellar, ensuite, garage, lift, park_view, river_view",475275.0
Barnet,650.0,2,2,Detached,1958,1.153844578374987,cellar,120000.0
Brent,927.0,5,1,Flat,1893,2.0325225093131727,"garden, near_tube, new_build, park_view",1237299.0
Merton,349.0,4,2,Flat,1886,1.352731614704462,"lift, parking",120000.0
Islington,1060.0,1,3,Flat,1990,0.9480566966830992,"balcony, concierge, garage, garden",1545573.0
Bexley,564.0,1,1,Detached,1999,0.8692371036718066,"balcony, cellar, concierge, garage, new_build",120000.0
Kensington and Chelsea,961.0,1,1,Flat,1852,0.549480743999687,"garage, lift, loft, new_build, parking",1271004.0
Kingston upon Thames,694.0,3,3,Terraced,1913,1.5979233099185535,"garage, garden, gym, new_build, study",397401.0
Haringey,771.0,3,2,Flat,1943,1.9507461569212328,"balcony, concierge, garage",419016.0
Bromley,623.0,4,2,Studio,1890,0.05,cellar,120000.0
City of London,802.0,4,1,Terraced,1976,1.6059619115172885,"cellar, concierge, garage, garden, park_view, parking",1133171.0
Kensington and Chelsea,1417.0,1,1,Terraced,1981,1.410859033604712,cellar,2816152.0
Sutton,1266.0,3,3,Maisonette,1995,0.7145585198299294,"ensuite, river_view",2018677.0
Harrow,956.0,4,2,Studio,1986,0.5512327630920157,"concierge, lift, near_tube, river_view, study",1178152.0
Wandsworth,842.0,5,3,Terraced,1996,1.2852602654957486,"concierge, lift, river_view",933296.0
Barnet,1103.0,2,2,Semi-Detached,1913,0.2583056980665553,"loft, near_tube, study",1590625.0
Hillingdon,1189.0,1,2,Terraced,1902,0.7337745503501645,balcony,1637181.0
Hillingdon,601.0,1,1,Flat,1904,1.1510942735475043,"lift, new_build",120000.0
Brent,827.0,2,2,Flat,1998,2.221092099629137,"balcony, ensuite, lift, river_view, study",729701.0
Tower Hamlets,303.0,3,1,Semi-Detached,1962,2.8105438983970146,"garage, loft, near_tube, new_build",120000.0
Harrow,1187.0,2,3,Semi-Detached,1906,0.3850978430460829,"concierge, garden",1786267.0
Harrow,1470.0,1,2,Flat,1975,1.2200334403897972,"garden, new_build, study",2638302.0
Enfield,874.0,2,3,Flat,1890,0.9503327101847348,"concierge, garden, lift",800605.0
Hackney,250.0,2,2,Semi-Detached,1896,1.4646992232547011,"balcony, garage, lift, loft, near_tube, parking",120000.0
Brent,1033.0,3,2,Flat,1850,0.8435369648002761,"balcony, cellar, concierge, garage, garden, new_build",1086707.0
Haringey,579.0,1,2,Semi-Detached,2018,1.5227124578393394,"garden, loft, parking",120000.0
Waltham Forest,651.0,4,2,Semi-Detached,1891,1.1329450078355898,"balcony, study",288002.0
Croydon,1038.0,3,2,Flat,1980,0.6026437385213226,"concierge, garden, near_tube, river_view",1389483.0
Westminster,926.0,2,3,Flat,1870,1.5328443225835389,concierge,1282570.0
Ealing,704.0,5,3,Flat,1856,0.8587001955946293,"balcony, concierge, lift, parking",188104.0
Kensington and Chelsea,655.0,4,1,Flat,1967,1.0030504901894803,"balcony, gym, near_tube, parking",750526.0
Hackney,888.0,1,1,Terraced,1867,0.4500535659294217,"balcony, ensuite, garage, gym, loft, park_view",638762.0
Havering,727.0,1,1,Semi-Detached,1875,0.7767293515629935,"cellar, gym, park_view",122793.0
Barking and Dagenham,517.0,1,3,Detached,1907,2.1918639337987296,"cellar, lift, parking, river_view",120000.0
Newham,750.0,3,1,Flat,1951,0.619818376577535,river_view,358256.0
Enfield,952.0,2,2,Semi-Detached,1853,2.820989277554985,"cellar, garage, lift, parking, study",812216.0
Greenwich,797.0,2,3,Flat,1872,1.0312110727068966,"balcony, park_view",582761.0
Barking and Dagenham,426.0,3,1,Detached,1908,1.1761196143965715,"cellar, garden, gym, lift, near_tube",120000.0
Bexley,1147.0,3,1,Flat,1972,0.527611335055571,"parking, river_view",1666939.0
Tower Hamlets,250.0,1,1,Terraced,1866,1.601201807286537,"gym, loft, parking",120000.0
Richmond upon Thames,716.0,1,1,Terraced,1899,0.24023260410202218,"garage, garden",385858.0
Hounslow,664.0,4,1,Flat,1883,0.7928223220360301,"cellar, ensuite, garage, gym, lift, park_view",162589.0
Hounslow,894.0,5,2,Studio,1903,0.5305935274638388,"ensuite, gym, loft, new_build, parking",935376.0
Tower Hamlets,1018.0,5,3,Flat,1894,0.28880315118250455,"balcony, garden, new_build, river_view, study",1464897.0
Barking and Dagenham,1188.0,5,1,Flat,1961,1.4633734642119178,"parking, river_view",1870655.0
Bexley,636.0,3,2,Terraced,1861,0.8184228474841693,"concierge, loft, new_build, park_view, parking",120000.0
Croydon,1026.0,5,1,Terraced,2013,1.0015389992115369,"ensuite, garden, loft",1109179.0
Hounslow,909.0,5,1,Flat,1892,0.5520411399015236,"balcony, cellar, gym, near_tube, river_view",883457.0
Harrow,337.0,5,2,Flat,2022,1.6832095778772949,"gym, parking",120000.0
Kensington and Chelsea,1420.0,1,3,Flat,1976,1.1265346769092353,"loft, near_tube, new_build, park_view",2878044.0
Tower Hamlets,418.0,1,1,Detached,1912,2.4627799704422713,"balcony, concierge, garden, lift, near_tube, study",120000.0
Westminster,976.0,3,3,Terraced,1902,0.5797816331772283,gym,1446342.0
Waltham Forest,967.0,3,3,Flat,2014,0.576696309357046,"cellar, concierge, gym, park_view, river_view",1303930.0
Hillingdon,933.0,5,1,Flat,2023,1.3657499278372265,"concierge, lift, new_build, river_view, study",966625.0
City of London,702.0,2,1,Maisonette,1956,2.6303786517283085,"concierge, garage, new_build",580112.0
Hounslow,1098.0,5,1,Maisonette,1858,0.6495729072005977,"cellar, garage, near_tube, park_view, parking, study",1467423.0
Hounslow,382.0,5,3,Flat,2007,0.08993715887857798,"balcony, concierge, parking, river_view, study",120000.0
Barnet,830.0,5,1,Semi-Detached,1932,0.33155759149161695,"concierge, garden, lift, near_tube",824743.0
Barnet,681.0,1,2,Flat,1854,2.191794616706297,"garage, park_view",120000.0
Richmond upon Thames,647.0,2,2,Flat,1989,0.7666389377018615,"balcony, cellar, ensuite, park_view, river_view",343102.0
Ealing,979.0,2,1,Detached,1855,3.0028722363348472,concierge,940779.0
Islington,1173.0,4,1,Maisonette,1914,0.38266301323047397,"cellar, lift",1880588.0
Hillingdon,747.0,4,1,Flat,1862,1.3725649009505172,"garden, gym, study",240333.0
Enfield,1084.0,3,1,Detached,1926,1.392774941400343,"concierge, park_view",1352392.0
Bromley,865.0,1,2,Semi-Detached,1989,0.25843140480842486,"ensuite, gym, park_view, parking",719784.0
Hillingdon,582.0,3,3,Semi-Detached,1872,0.26446121768067193,"cellar, ensuite, garden, lift, new_build, study",120000.0
Richmond upon Thames,773.0,4,2,Semi-Detached,1874,0.7886709646803743,"gym, park_view, study",687255.0
Wandsworth,760.0,3,1,Terraced,2016,1.4592682336040141,"ensuite, garage, park_view",533957.0
Barnet,641.0,2,1,Maisonette,1880,1.2499618800038184,"ensuite, gym, park_view",120000.0
Lambeth,979.0,3,3,Flat,1869,0.842806547772467,"balcony, garage, garden, near_tube, park_view",1148499.0
Harrow,920.0,4,3,Terraced,1951,0.8194920356920604,"balcony, ensuite, garage, gym, parking",1060297.0
Barnet,373.0,3,2,Flat,1898,0.12753457080619396,"garden, park_view",120000.0
Westminster,355.0,5,2,Detached,2016,0.46673731951935327,"balcony, concierge, ensuite, new_build, parking, river_view",120000.0
Havering,977.0,2,1,Flat,1878,0.21257729387428143,"cellar, garden, near_tube, study",1018167.0
Barnet,605.0,4,3,Flat,1948,1.2310613170889757,"cellar, gym, lift, near_tube, parking, study",295697.0
Brent,941.0,5,1,Semi-Detached,2010,0.3338084122324643,"ensuite, lift, loft, near_tube, park_view, study",1256728.0
Bexley,1084.0,2,1,Flat,1977,2.1681718718448044,"balcony, concierge, gym, river_view",1337422.0
Southwark,469.0,2,3,Flat,1855,1.000707462650262,"cellar, garden, near_tube, new_build, river_view",120000.0
Islington,427.0,1,1,Flat,1882,0.4536696134419138,"concierge, ensuite, loft, river_view",120000.0
Newham,1352.0,2,1,Semi-Detached,1871,1.9376999562709014,"balcony, concierge, ensuite, parking",2098414.0
Hammersmith and Fulham,955.0,1,2,Flat,2009,0.3024098709544465,"garden, lift, new_build, parking",1296427.0
Wandsworth,724.0,4,1,Flat,1885,0.30959004235550386,"garage, park_view",320983.0
Havering,570.0,1,1,Terraced,1859,0.43909902175757537,"gym, near_tube, park_view",120000.0
Islington,697.0,4,2,Maisonette,1916,1.945759093807281,"balcony, garden, gym, lift, loft",500896.0
Harrow,493.0,3,1,Semi-Detached,1899,3.020746795398249,"balcony, garage, loft, parking, study",120000.0
Hounslow,1115.0,5,3,Flat,1878,0.21309978068573632,"park_view, river_view, study",1618314.0
Harrow,617.0,2,1,Maisonette,1928,5.325692431681041,garden,120000.0
Wandsworth,1178.0,2,2,Detached,2006,1.4933282780657169,garden,1856088.0
Camden,730.0,2,1,Semi-Detached,1889,0.6694946590373273,"concierge, ensuite, garage, gym, park_view, river_view",433524.0
Richmond upon Thames,537.0,3,3,Terraced,2020,1.398454530950948,lift,120000.0
Wandsworth,722.0,2,3,Flat,1965,1.9733059241438913,"ensuite, new_build",612890.0
Merton,250.0,1,3,Semi-Detached,1916,0.4618067491296874,river_view,120000.0
Lambeth,814.0,5,1,Terraced,1968,1.981195185973798,"ensuite, loft",830429.0
Kensington and Chelsea,799.0,4,1,Flat,1910,0.9487295552030367,"balcony, garage, lift, loft, new_build, parking",1231136.0
Kingston upon Thames,1097.0,1,3,Flat,1886,0.20905084307549052,"cellar, lift",1395943.0
Waltham Forest,284.0,4,3,Flat,1890,1.4815786796104993,"ensuite, gym, loft, parking, river_view, study",120000.0
Redbridge,1199.0,2,1,Terraced,1851,2.5399778583959356,"cellar, garage, garden, parking, study",1469437.0
Hounslow,1096.0,1,1,Flat,1962,1.2926727644129656,"cellar, concierge, garden, lift, study",1211169.0
Southwark,1226.0,3,2,Semi-Detached,1862,0.3700900622730945,"balcony, concierge",1756831.0
Sutton,834.0,4,2,Detached,1884,1.3072948006912302,"cellar, concierge, lift, loft, park_view, river_view",587774.0
Havering,1154.0,1,2,Flat,1850,1.1534453952208903,"cellar, garden, gym, lift",1358708.0
Kensington and Chelsea,409.0,2,3,Flat,1861,1.392017458777415,"cellar, garage, garden, river_view, study",120000.0
Islington,1064.0,5,2,Flat,2007,0.19484226047685396,"garden, near_tube, study",1723491.0
Redbridge,619.0,2,3,Flat,1854,0.22376686965390177,"cellar, concierge, gym, new_build",120000.0
Tower Hamlets,355.0,1,3,Detached,1958,0.6069089709951091,"balcony, concierge, lift, loft",120000.0
Kingston upon Thames,513.0,3,2,Terraced,1907,1.728882763407353,"balcony, ensuite, loft, study",120000.0
Islington,852.0,4,3,Detached,1874,1.549188296380686,"concierge, near_tube, park_view, river_view",1011458.0
Tower Hamlets,603.0,5,2,Studio,1902,1.8662692843558315,"garage, gym, lift, new_build, study",120000.0
Tower Hamlets,963.0,4,1,Flat,1866,1.4105288648623708,"cellar, ensuite, garage, gym, new_build, parking",1110409.0
Tower Hamlets,308.0,1,1,Semi-Detached,1904,1.645497412885965,"cellar, concierge, garage, loft, park_view, river_view",120000.0
Havering,250.0,5,2,Terraced,1992,1.148214840386509,"ensuite, park_view",120000.0
Sutton,1262.0,4,3,Terraced,1957,0.8472210507681899,"cellar, concierge, garden, near_tube, park_view, parking",2020982.0
Sutton,1121.0,4,3,Flat,1991,1.5133681773135845,"near_tube, park_view, parking",1640256.0
Hounslow,535.0,5,1,Flat,1971,0.3364998455920027,"garage, lift",120000.0
Lambeth,849.0,4,1,Semi-Detached,2011,0.4257577787472892,"garage, river_view",856036.0
Waltham Forest,1156.0,2,2,Terraced,1868,0.30220001924878037,"ensuite, garage, near_tube, park_view, parking",1395891.0
Croydon,976.0,3,2,Flat,1877,1.0882408462104176,"concierge, near_tube, park_view",946211.0
Ealing,894.0,3,3,Flat,1921,0.34167637570363146,"ensuite, loft, new_build, parking, river_view",850063.0
Hillingdon,1179.0,3,1,Terraced,1940,0.07769247767233028,"balcony, cellar, lift, near_tube, park_view, parking",1647990.0
Kingston upon Thames,631.0,4,3,Semi-Detached,1986,0.2547763630388215,"concierge, new_build, park_view, river_view",120000.0
Waltham Forest,859.0,4,2,Terraced,1871,2.542630309996435,"concierge, garage",516597.0
Enfield,845.0,1,2,Flat,1869,1.0964680835582574,ensuite,549089.0
Haringey,768.0,3,2,Flat,1988,1.935813978381741,"concierge, garage, gym, loft, near_tube, park_view",524812.0
Hounslow,733.0,1,3,Semi-Detached,1945,0.21758177171487084,"cellar, river_view",423084.0
Southwark,872.0,3,2,Semi-Detached,1921,1.3641177964547528,river_view,789136.0
Wandsworth,860.0,3,2,Flat,1888,0.3109547855790759,"ensuite, gym, loft",897928.0
Haringey,535.0,2,3,Terraced,1971,1.3354950511707917,"balcony, cellar, ensuite, gym, parking",120000.0
Hackney,1091.0,5,1,Flat,1989,1.8658184646350446,ensuite,1671621.0
Wandsworth,557.0,2,2,Semi-Detached,1855,1.4875088908550074,"cellar, garage, lift, new_build, study",120000.0
Hillingdon,785.0,1,3,Flat,1859,1.0081517194426777,"gym, near_tube, study",332658.0
Barking and Dagenham,761.0,2,3,Terraced,1985,2.451342626321217,"cellar, ensuite, garage, lift, near_tube, study",514110.0
Croydon,957.0,4,1,Maisonette,2003,1.7262696068740822,"ensuite, near_tube, river_view",1092082.0
Barnet,250.0,1,3,Flat,1889,0.5020592110096989,"balcony, garden, gym, loft",120000.0
Bexley,1117.0,3,3,Flat,1972,0.3251254387156715,"near_tube, park_view, study",1395793.0
Havering,647.0,3,2,Flat,1996,4.170926786606707,"concierge, ensuite, garden, lift, park_view",120000.0
Croydon,1216.0,5,3,Flat,1869,0.5307779934807222,near_tube,1803522.0
Camden,707.0,1,2,Maisonette,1882,0.8739317709684703,new_build,377837.0
Croydon,835.0,1,2,Studio,1872,0.4074884015011847,"concierge, gym, loft, near_tube",405810.0
Barnet,1424.0,3,2,Flat,1987,1.6605839317996518,"cellar, ensuite, garage",2547384.0
Hillingdon,767.0,1,1,Maisonette,1984,0.4472774579988333,"near_tube, study",427348.0
Redbridge,1222.0,4,3,Flat,1873,0.9740310719221976,"balcony, concierge, garage, gym, near_tube",1933681.0
Waltham Forest,862.0,2,1,Terraced,1880,1.2997945224890948,"garden, gym, loft, parking, river_view",591774.0
Haringey,975.0,3,1,Semi-Detached,1965,0.5696114457859427,loft,1342277.0
Westminster,871.0,1,3,Flat,2006,1.2867983867978294,"cellar, concierge",1265810.0
Bexley,1104.0,4,3,Terraced,1985,2.854125615807265,"garden, loft, park_view, parking, study",1552242.0
Kensington and Chelsea,644.0,3,2,Terraced,1879,1.1450524475884902,"garden, loft, parking",533719.0
Sutton,555.0,1,2,Flat,1917,1.5655657258605815,"cellar, river_view",120000.0
Newham,658.0,2,2,Studio,1861,0.7081469957635323,"ensuite, loft, new_build, parking",120000.0
Redbridge,880.0,1,2,Flat,1892,0.6594048826132831,"lift, new_build, parking",592588.0
Wandsworth,784.0,1,2,Flat,1948,0.3078739098620193,lift,514069.0
Wandsworth,1063.0,4,2,Maisonette,1909,1.0709124704036093,"ensuite, garage, loft, river_view",1516109.0
Redbridge,1241.0,3,2,Flat,1955,1.9531888890040776,"balcony, garden, lift, parking, study",1849298.0
Croydon,557.0,5,2,Flat,1901,1.5075657630330828,cellar,120000.0
Hillingdon,630.0,2,3,Flat,1948,0.6554071496794083,"new_build, park_view",120000.0
Bromley,419.0,4,3,Flat,1960,0.7641897640370064,"cellar, loft, new_build, river_view",120000.0
Bexley,1459.0,4,2,Flat,1883,2.8814737192208644,"cellar, ensuite, garage, gym, river_view",2543831.0
Haringey,941.0,4,2,Flat,1857,1.3808032911536936,"balcony, ensuite, lift, park_view, river_view, study",1085991.0
Merton,994.0,5,1,Terraced,1908,1.6897814997937826,"concierge, ensuite, river_view, study",1203575.0
Westminster,448.0,4,1,Terraced,1857,1.8365085698445998,balcony,120000.0
Merton,850.0,4,3,Detached,1877,0.6818416622089325,"garage, lift, river_view",827382.0
Southwark,1003.0,4,2,Maisonette,1900,0.6162453188517959,"concierge, parking",1355628.0
Barnet,774.0,3,1,Flat,1908,0.6710175322554209,"cellar, ensuite, garden, parking, river_view, study",400007.0
Sutton,1173.0,4,2,Studio,1898,0.6033978235038717,balcony,1581567.0
Waltham Forest,1544.0,5,3,Detached,1859,2.4984112172519533,"cellar, concierge, new_build",2825927.0
Sutton,566.0,4,2,Maisonette,1880,0.8397655918863917,"garden, lift, parking, study",120000.0
Wandsworth,543.0,4,3,Semi-Detached,2003,2.259024143860421,"lift, new_build",120000.0
Newham,587.0,1,2,Flat,1974,0.862244766833937,"ensuite, garage, garden, loft, new_build",120000.0
Sutton,1332.0,3,1,Flat,1927,0.9046598173391224,park_view,2086326.0
Barking and Dagenham,1163.0,1,1,Maisonette,1854,0.14763972660945932,"ensuite, garden, gym, loft, near_tube, parking",1387597.0
Camden,809.0,1,1,Terraced,1912,0.6400604367195952,"garage, park_view, study",841331.0
Hounslow,861.0,2,3,Maisonette,2010,2.544460678067318,"garage, lift, new_build",688058.0
Barking and Dagenham,605.0,3,3,Semi-Detached,1990,2.479864646484977,"concierge, ensuite, lift, near_tube, park_view, river_view",120000.0
Kingston upon Thames,1117.0,3,2,Flat,1981,0.6264697389815198,study,1693789.0
